,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
264,30.0,4.5,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,31,20002.520251316964
265,26.0,5.0,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,24,20002.520251316964
266,33.0,4.2,Cloudy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,39,20002.520251316964
267,30.0,5.0,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,24,20002.520251316964
268,39.0,4.1,Stormy,Jam,2,Meal,scooter,3.0,Yes,Metropolitian,42,20002.520251316964
269,36.0,4.9,Fog,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,41,20002.520251316964
270,24.0,4.3,Stormy,High,0,Buffet,motorcycle,0.0,No,Metropolitian,37,20002.520251316964
271,32.0,4.7,Windy,Low,0,Meal,motorcycle,1.0,No,Urban,29,20002.520251316964
272,20.0,5.0,Sandstorms,Low,1,Snack,motorcycle,,No,Metropolitian,10,20002.520251316964
273,22.0,5.0,Sunny,Jam,2,Snack,scooter,0.0,No,Metropolitian,17,20002.520251316815
274,35.0,4.3,Stormy,Low,0,Meal,motorcycle,1.0,No,Urban,24,20002.520251316815
275,37.0,4.6,Windy,Medium,0,Snack,motorcycle,0.0,No,Urban,29,20002.520251316815
276,25.0,5.0,Stormy,Jam,2,Buffet,scooter,1.0,No,,20,20002.520251316815
277,35.0,4.3,Stormy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,36,20002.520251316815
278,23.0,4.9,Cloudy,Low,1,Buffet,scooter,1.0,No,Urban,12,20002.520251316815
279,35.0,4.6,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,33,20002.520251316815
280,39.0,4.9,Stormy,Low,1,Buffet,scooter,0.0,No,Metropolitian,20,20002.520251316815
281,38.0,4.9,Sunny,Medium,2,Snack,scooter,0.0,No,Urban,22,20002.520251316815
282,32.0,4.9,Sandstorms,Jam,1,Snack,scooter,1.0,No,Urban,27,20002.520251316815
283,31.0,4.7,Fog,Low,1,Snack,scooter,1.0,No,Urban,30,20002.520251316815
284,33.0,4.9,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,16,20002.5202513016
285,27.0,4.7,Fog,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,22,20002.5202513016
286,28.0,4.3,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,40,20002.5202513016
287,30.0,4.9,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,42,20002.5202513016
288,36.0,4.7,Fog,Medium,2,Drinks,scooter,0.0,No,Urban,19,20002.5202513016
289,33.0,4.1,Cloudy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,38,20002.5202513016
290,34.0,4.8,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Urban,25,20002.5202513016
291,33.0,4.5,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,17,20002.5202513016
292,30.0,4.6,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,26,20002.5202513016
293,23.0,5.0,Fog,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,28,20002.5202513016
294,20.0,4.8,Sandstorms,Low,2,Meal,motorcycle,0.0,No,Urban,10,20002.5202513016
295,25.0,4.9,Fog,High,1,Buffet,motorcycle,0.0,No,Metropolitian,24,20002.520251297814
296,22.0,4.7,Stormy,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,16,20002.520251297814
297,37.0,5.0,Stormy,Low,1,Drinks,scooter,1.0,No,Metropolitian,19,20002.520251297814
298,31.0,4.8,Fog,Low,0,Snack,motorcycle,0.0,No,Metropolitian,22,20002.520251297814
299,32.0,4.6,Stormy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,26,20002.520251297814
300,23.0,4.6,Sunny,High,2,Drinks,motorcycle,0.0,No,Urban,16,20002.520251297814
301,37.0,4.5,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,35,20002.520251297814
302,37.0,4.9,Cloudy,Medium,1,Snack,scooter,1.0,No,Metropolitian,19,20002.520251297814
303,34.0,4.7,Sandstorms,Low,1,Drinks,scooter,0.0,No,Metropolitian,15,20002.520251297814
304,28.0,4.6,Sunny,Jam,2,Drinks,electric_scooter,0.0,No,Urban,14,20002.520251297814
305,25.0,4.6,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Urban,25,20002.52025128374
306,28.0,4.5,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,23,20002.52025128374
307,25.0,4.8,Fog,High,0,Buffet,motorcycle,1.0,No,Metropolitian,24,20002.52025128374
308,29.0,4.8,Cloudy,High,1,Meal,motorcycle,1.0,No,Urban,28,20002.52025128374
309,38.0,4.6,Cloudy,Low,1,Snack,scooter,0.0,No,Urban,30,20002.52025128374
310,23.0,4.1,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24,20002.52025128374
311,21.0,5.0,Sandstorms,Low,1,Meal,scooter,0.0,No,Metropolitian,10,20002.52025128374
312,25.0,5.0,Sunny,Jam,2,Drinks,scooter,1.0,No,Metropolitian,15,20002.52025128374
313,21.0,4.7,Cloudy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,34,20002.52025128374
314,39.0,4.6,Windy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,20,20002.52025128374
315,39.0,4.8,Cloudy,Jam,1,Snack,motorcycle,1.0,Yes,Metropolitian,41,20002.52025128374
316,33.0,4.9,Cloudy,Low,1,Meal,scooter,1.0,No,Metropolitian,29,20002.52025128374
317,35.0,4.9,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,31,20002.520251244823
318,23.0,4.6,Cloudy,Medium,2,Meal,electric_scooter,0.0,No,Urban,11,20002.520251244823
319,35.0,4.9,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,15,20002.520251244823
320,29.0,4.7,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.520251244823
321,,,Cloudy,Jam,2,Snack,motorcycle,1.0,No,Urban,33,20002.520251244823
322,35.0,5.0,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,34,20002.520251244823
323,24.0,4.7,Stormy,High,2,Snack,scooter,1.0,No,,12,20002.520251244823
324,,,,,3,Drinks,scooter,0.0,No,Metropolitian,15,20002.520251244823
325,33.0,4.6,Fog,Medium,2,Meal,scooter,0.0,No,Metropolitian,19,20002.520251240134
326,28.0,4.8,Stormy,Jam,0,Drinks,motorcycle,,No,Metropolitian,25,20002.520251240134
327,22.0,4.6,Fog,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,11,20002.520251240134
328,31.0,4.7,Stormy,Low,0,Snack,motorcycle,1.0,No,Urban,24,20002.520251240134
329,39.0,4.6,Stormy,Low,1,Snack,motorcycle,0.0,No,Urban,24,20002.520251240134
330,26.0,4.0,Windy,Low,0,Drinks,motorcycle,0.0,No,Urban,23,20002.520251240134
331,37.0,4.7,Windy,Low,0,Drinks,motorcycle,,No,Urban,20,20002.520251240134
332,36.0,4.7,Sandstorms,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,26,20002.520251240134
333,34.0,3.8,Sunny,Jam,1,Snack,motorcycle,1.0,No,Urban,34,20002.520251240134
334,25.0,4.9,Stormy,Jam,2,Buffet,scooter,1.0,No,Urban,26,20002.520251240134
335,32.0,4.7,Fog,Low,2,Drinks,motorcycle,1.0,No,,16,20002.520251240134
336,26.0,4.6,Cloudy,Low,1,Buffet,scooter,0.0,No,Urban,16,20002.520251240134
337,39.0,4.4,Windy,Jam,0,Meal,motorcycle,1.0,Yes,Metropolitian,42,20002.520251240134
338,32.0,4.4,Fog,High,1,Buffet,motorcycle,1.0,No,Metropolitian,39,20002.520251131635
339,27.0,4.6,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,21,20002.520251131635
340,39.0,3.6,Fog,Low,1,Meal,scooter,2.0,No,Metropolitian,38,20002.520251131635
341,36.0,4.6,Fog,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,46,20002.520251131635
342,32.0,4.1,Stormy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,32,20002.520251131635
343,26.0,4.8,Cloudy,Low,2,Drinks,scooter,0.0,No,Metropolitian,16,20002.520251131635
344,35.0,5.0,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,25,20002.520251131635
345,25.0,4.8,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.520251131635
346,35.0,4.7,Cloudy,Low,2,Meal,motorcycle,1.0,No,Urban,28,20002.520251131635
347,38.0,4.7,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,21,20002.52025075938
348,32.0,4.5,Sunny,Medium,0,Snack,motorcycle,0.0,No,,26,20002.52025075938
349,27.0,4.8,Sandstorms,Medium,1,Buffet,motorcycle,0.0,No,Urban,27,20002.52025075938
350,23.0,4.8,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,17,20002.52025075938
351,32.0,4.4,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,54,20002.520250757818
352,38.0,4.4,Windy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,43,20002.520250757818
353,25.0,4.6,Fog,Low,1,Snack,motorcycle,1.0,No,Metropolitian,12,20002.520250757818
354,37.0,4.8,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,27,20002.52025074798
355,20.0,3.7,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,49,20002.52025074798
356,39.0,4.6,Fog,Low,0,Drinks,motorcycle,1.0,No,Urban,37,20002.52025074798
357,35.0,4.6,Stormy,High,2,Snack,motorcycle,2.0,No,Metropolitian,34,20002.52025074713
358,26.0,4.9,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,36,20002.52025074713
359,27.0,4.8,Fog,Low,1,Snack,scooter,0.0,No,Metropolitian,27,20002.52025074713
360,20.0,4.7,Windy,Jam,1,Buffet,motorcycle,0.0,No,Urban,19,20002.520250746507
361,34.0,4.8,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,20002.520250746507
362,32.0,4.2,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,32,20002.520250746507
363,21.0,4.8,Cloudy,Medium,0,Buffet,motorcycle,2.0,No,Metropolitian,42,20002.52025074511
364,25.0,4.7,Cloudy,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,16,20002.52025074511
365,22.0,4.9,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,13,20002.52025074511
366,20.0,4.7,Cloudy,Medium,2,Drinks,electric_scooter,0.0,No,Urban,18,20002.52025074181
367,22.0,4.8,Sunny,Medium,1,Drinks,scooter,,No,Metropolitian,16,20002.52025074181
368,36.0,4.8,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Urban,22,20002.520250739977
369,30.0,4.6,Fog,Jam,0,Snack,motorcycle,0.0,No,Semi-Urban,46,20002.520250739977
370,26.0,4.7,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,27,20002.52025073624
371,22.0,4.7,Sunny,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,13,20002.52025073509
372,36.0,4.3,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,32,20002.52025073509
373,29.0,4.9,Cloudy,High,0,Drinks,motorcycle,1.0,No,Urban,27,20002.520250734502
374,32.0,4.0,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,45,20002.52025073221
375,22.0,4.7,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,25,20002.52025073221
376,37.0,4.9,Fog,Medium,2,Snack,scooter,0.0,No,Metropolitian,15,20002.52025073221
377,29.0,4.3,Fog,Jam,1,Snack,scooter,2.0,No,Metropolitian,38,20002.520250731694
378,20.0,4.8,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,14,20002.520250731694
379,35.0,4.7,Windy,Low,1,Meal,scooter,0.0,No,Metropolitian,28,20002.520250731694
380,38.0,5.0,Stormy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,30,20002.520250731573
381,35.0,4.9,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,43,20002.520250731573
382,32.0,4.1,Stormy,High,2,Drinks,electric_scooter,0.0,No,Metropolitian,34,20002.520250731573
383,20.0,4.7,Stormy,Medium,1,Snack,motorcycle,1.0,No,Urban,25,20002.520250731573
384,23.0,4.9,Cloudy,High,2,Buffet,scooter,0.0,No,Metropolitian,23,20002.520250729507
385,39.0,4.4,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,40,20002.520250729507
386,34.0,4.0,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,30,20002.52025072816
387,22.0,4.6,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,23,20002.52025072816
388,32.0,5.0,Stormy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,31,20002.520250720732
389,35.0,4.0,Windy,High,1,Buffet,scooter,1.0,No,Metropolitian,33,20002.520250720732
390,22.0,4.9,Windy,Low,2,Meal,scooter,0.0,No,Urban,11,20002.520249383313
391,,,Sandstorms,Low,1,Drinks,motorcycle,0.0,No,Urban,15,20002.520249383313
392,23.0,4.6,Cloudy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,12,20002.520249383313
393,39.0,4.2,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,33,20002.520249383313
394,37.0,4.9,Windy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,28,20002.52024938057
395,30.0,4.0,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,35,20002.52024937982
396,24.0,4.5,Sandstorms,Low,2,Buffet,motorcycle,1.0,No,Urban,18,20002.52024937664
397,32.0,4.6,Sunny,Low,2,Buffet,electric_scooter,1.0,No,Urban,18,20002.52024937664
398,29.0,5.0,Sunny,Medium,2,Snack,motorcycle,0.0,No,Urban,13,20002.52024937664
399,34.0,4.8,Sunny,Jam,1,Buffet,scooter,1.0,No,Metropolitian,25,20002.52024937664
400,22.0,4.7,Stormy,High,1,Buffet,scooter,1.0,No,Urban,25,20002.52024937658
401,36.0,4.4,Stormy,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,37,20002.52024937658
402,36.0,4.8,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,40,20002.52024937658
403,,,Sandstorms,Low,2,Drinks,scooter,,No,Metropolitian,24,20002.520249374986
404,,,,,3,Snack,motorcycle,1.0,No,Metropolitian,19,20002.520249374986
405,38.0,4.4,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,32,20002.520249374986
406,21.0,4.9,Cloudy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,11,20002.520249373556
407,27.0,4.6,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,24,20002.520249373556
408,20.0,4.5,Sandstorms,Low,2,Buffet,scooter,0.0,No,,18,20002.520249373556
409,29.0,5.0,Sunny,Low,0,Snack,motorcycle,0.0,,Metropolitian,11,20002.520249372632
410,29.0,4.4,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,16,20002.520249372465
411,23.0,4.9,Sandstorms,High,1,Meal,scooter,1.0,No,Metropolitian,29,20002.520249372465
412,38.0,4.1,Cloudy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,44,20002.520249372465
413,26.0,4.6,Sandstorms,Medium,1,Drinks,motorcycle,0.0,No,Urban,20,20002.520249370904
414,26.0,4.8,Sandstorms,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,17,20002.520249370904
415,32.0,4.6,Fog,Medium,2,Snack,motorcycle,1.0,No,Urban,17,20002.520249370886
416,31.0,4.3,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,32,20002.520249370886
417,29.0,4.8,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,28,20002.520249370304
418,21.0,4.2,Stormy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,39,20002.520249370304
419,,,,,0,Drinks,motorcycle,1.0,No,Metropolitian,25,20002.520249370304
420,27.0,4.6,Sunny,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,18,20002.520249370024
421,32.0,3.7,Sandstorms,Jam,1,Drinks,scooter,2.0,No,Metropolitian,42,20002.520249370024
422,22.0,4.9,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,26,20002.520249370024
423,34.0,3.8,Cloudy,Low,2,Snack,scooter,0.0,No,Metropolitian,34,20002.520249370024
424,35.0,5.0,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,17,20002.52024936258
425,29.0,4.9,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,19,20002.52024936258
426,35.0,4.5,Sandstorms,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,20,20002.52024936258
427,30.0,4.2,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,47,20002.52024936258
428,36.0,4.4,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,31,20002.520246778717
429,33.0,4.7,Cloudy,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,29,20002.520246778717
430,,,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,21,20002.520246778717
431,37.0,4.8,Sunny,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,18,20002.520246778717
432,30.0,4.9,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,39,20002.520246778717
433,32.0,4.9,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,47,20002.520246778717
434,36.0,4.9,Sandstorms,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,24,20002.520246778717
435,38.0,5.0,Sunny,High,2,Buffet,motorcycle,0.0,No,Metropolitian,17,20002.520246778717
436,36.0,4.5,Cloudy,Low,1,Buffet,scooter,0.0,No,Metropolitian,15,20002.520246778717
437,38.0,4.7,Cloudy,Jam,1,Drinks,scooter,,No,Metropolitian,48,20002.520246778717
438,29.0,4.1,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,28,20002.520246757063
439,37.0,4.6,Fog,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,27,20002.520246757063
440,20.0,4.7,Sandstorms,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,20,20002.520246757063
441,38.0,5.0,Cloudy,Medium,2,Meal,electric_scooter,2.0,Yes,Metropolitian,43,20002.520246757063
442,25.0,4.7,Sunny,High,1,Buffet,scooter,0.0,No,Urban,10,20002.520246757063
443,39.0,4.2,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,48,20002.520246757063
444,32.0,4.7,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,41,20002.520246757063
445,25.0,4.6,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,25,20002.520246757063
446,26.0,5.0,Fog,Jam,2,Drinks,scooter,1.0,No,Urban,30,20002.520246757063
447,27.0,5.0,Stormy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,14,20002.520246757063
448,29.0,4.8,Sunny,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,20,20002.520246757063
449,37.0,4.9,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,25,20002.520246757063
450,38.0,5.0,Sunny,Medium,1,Buffet,scooter,0.0,No,Metropolitian,23,20002.520246757063
451,23.0,4.8,Cloudy,Medium,2,Snack,scooter,,No,Metropolitian,15,20002.520246757063
452,29.0,5.0,Windy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,19,20002.520246757063
453,33.0,4.8,Cloudy,Low,2,Drinks,scooter,0.0,No,Metropolitian,16,20002.520246727137
454,39.0,4.8,Sunny,Jam,0,Meal,motorcycle,1.0,No,Urban,25,20002.520246727137
455,26.0,4.4,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,38,20002.520246727137
456,32.0,4.9,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Urban,22,20002.520246727137
457,28.0,4.5,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,17,20002.520246727137
458,34.0,4.2,Fog,High,2,Drinks,scooter,0.0,No,Metropolitian,33,20002.520246727137
459,28.0,4.7,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,30,20002.520246727137
460,34.0,4.9,Sunny,High,2,Meal,motorcycle,0.0,No,Metropolitian,16,20002.520246727137
461,34.0,4.6,Cloudy,High,1,Meal,scooter,0.0,No,Metropolitian,34,20002.520246727137
462,39.0,5.0,Cloudy,Low,2,Buffet,scooter,1.0,No,Metropolitian,18,20002.520246727137
463,21.0,4.8,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,17,20002.520246727137
464,36.0,4.8,Sandstorms,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,33,20002.520246727137
465,30.0,4.7,Sandstorms,Low,2,Buffet,scooter,1.0,No,Urban,20,20002.520246727137
466,31.0,4.3,Sandstorms,Jam,1,Meal,motorcycle,3.0,No,Metropolitian,42,20002.520246727137
467,33.0,3.8,Stormy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,35,20002.520246727
468,32.0,4.8,Stormy,Low,0,Meal,motorcycle,1.0,No,Urban,24,20002.520246727
469,34.0,4.3,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,31,20002.520246727
470,31.0,4.3,Stormy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,31,20002.520246727
471,22.0,4.7,Windy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,15,20002.520246727
472,33.0,4.7,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,27,20002.520246727
473,39.0,4.1,Cloudy,High,1,Buffet,motorcycle,0.0,No,Metropolitian,32,20002.520246727
474,29.0,4.6,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,20,20002.520246727
475,30.0,4.6,Sandstorms,Jam,0,Buffet,motorcycle,2.0,No,Urban,44,20002.520246727
476,25.0,4.8,Sandstorms,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,10,20002.520246727
477,25.0,4.6,Stormy,Low,0,Buffet,motorcycle,0.0,No,Urban,16,20002.520246727
478,24.0,4.8,Sunny,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,14,20002.520246727
479,27.0,4.7,Sandstorms,Jam,1,Snack,motorcycle,,No,Metropolitian,23,20002.520246727
480,24.0,4.9,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,26,20002.520246727
481,23.0,4.7,Sandstorms,High,2,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.520246727
482,30.0,4.9,Windy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,33,20002.52024672258
483,37.0,4.6,Cloudy,Low,2,Drinks,scooter,0.0,No,Urban,19,20002.52024672258
484,31.0,4.5,Stormy,High,1,Drinks,motorcycle,0.0,No,Metropolitian,29,20002.52024672258
485,39.0,3.6,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,36,20002.52024672258
486,20.0,5.0,Fog,Medium,2,Drinks,scooter,0.0,No,Urban,13,20002.52024672258
487,33.0,4.9,Sunny,Jam,1,Drinks,scooter,1.0,No,Metropolitian,20,20002.52024672258
488,35.0,4.9,Fog,Low,2,Snack,motorcycle,0.0,No,Metropolitian,17,20002.52024672258
489,28.0,4.5,Windy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,24,20002.52024672258
490,21.0,4.9,Fog,Medium,1,Meal,scooter,1.0,No,Metropolitian,12,20002.52024672258
491,38.0,3.7,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,39,20002.52024672258
492,22.0,5.0,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22,20002.52024672258
493,32.0,4.3,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22,20002.520246720676
494,30.0,4.6,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,39,20002.520246720676
495,35.0,4.9,Cloudy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,18,20002.520246720676
496,30.0,4.8,Sunny,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,18,20002.520246720676
497,24.0,4.9,Fog,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,42,20002.520246720676
498,31.0,4.7,Fog,Low,1,Meal,motorcycle,0.0,No,Metropolitian,15,20002.520246720676
499,15.0,1.0,,,3,Buffet,electric_scooter,1.0,No,Metropolitian,27,20002.520246720676
500,,,Sunny,Low,2,Meal,scooter,1.0,No,Metropolitian,22,20002.520246720676
501,27.0,4.6,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,17,20002.520246707933
502,28.0,4.9,Windy,Low,1,Buffet,scooter,0.0,No,Metropolitian,12,20002.520246707933
503,,,Cloudy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,33,20002.520246707933
504,23.0,4.1,Windy,High,0,Snack,motorcycle,1.0,No,Metropolitian,35,20002.520246707933
505,26.0,5.0,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,18,20002.520246707933
506,21.0,4.9,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,27,20002.520246707933
507,38.0,4.9,Sandstorms,Jam,2,Meal,scooter,2.0,No,Metropolitian,34,20002.520246707933
508,37.0,4.6,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,15,20002.520246707933
509,32.0,4.9,Stormy,Low,2,Snack,motorcycle,1.0,No,Urban,27,20002.520246707933
510,22.0,4.6,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,18,20002.520246707933
511,39.0,4.3,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,20002.520246707933
512,34.0,4.8,Cloudy,Jam,2,Snack,scooter,0.0,No,Metropolitian,49,20002.520246707933
513,25.0,3.1,Sunny,Low,1,Drinks,scooter,1.0,No,Metropolitian,36,20002.520246707667
514,28.0,5.0,Fog,High,2,Meal,scooter,1.0,No,Urban,21,20002.520246707667
515,33.0,4.2,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,33,20002.520246707667
516,30.0,4.7,Cloudy,High,0,Meal,motorcycle,1.0,No,Metropolitian,31,20002.520246707667
517,30.0,4.8,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,30,20002.520246707667
518,39.0,4.6,Stormy,Low,1,Drinks,scooter,1.0,No,Metropolitian,29,20002.520246707667
519,25.0,4.7,Stormy,Low,1,Drinks,motorcycle,0.0,No,Urban,15,20002.520246707667
520,21.0,4.7,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,20,20002.520246707667
521,34.0,5.0,Fog,Medium,1,Snack,scooter,1.0,No,Urban,15,20002.520246707667
522,37.0,5.0,Windy,High,0,Meal,motorcycle,1.0,No,Metropolitian,40,20002.520246707667
523,23.0,4.8,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,30,20002.520246707667
524,37.0,4.6,Fog,Low,2,Buffet,scooter,0.0,No,Urban,19,20002.520246707667
525,28.0,4.9,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,20,20002.52024670747
526,29.0,4.3,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,38,20002.52024670747
527,25.0,5.0,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,20,20002.52024670747
528,26.0,3.2,Sunny,Low,2,Snack,motorcycle,2.0,No,Metropolitian,42,20002.52024670747
